Pdf url,Case Name,Jurisdiction of Settlement,Type of Settlement,Monetary Sanctions,Offenses-Alleged,Summary
https://star.worldbank.org/corruption-cases/printpdf/19801,"Alcatel-Lucent, S.A. (Matter #11)","Costa Rica, Honduras, Malaysia, Taiwan",Criminal,Criminal Fine,"Falsification of Books and Records, Internal Controls Violations","According to the US Department of Justice Press Release, Alcatel-Lucent and its subsidiaries https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26engaged in the following: ""Specifically, Alcatel CIT won three contracts in Costa Rica worth a combined total of more than $300 million as a result of corrupt payments to government officials and from which Alcatel reaped a profit of more than $23 million, according to court documents. Alcatel CIT wired more than $18 million to two consultants in Costa Rica, which had been retained by Alcatel Standard, in connection with obtaining business in that country. According to court documents, more than half of this money was then passed on by the consultants to various Costa Rican government officials for assisting Alcatel CIT and Alcatel de Costa Rica in obtaining and retaining business. As part of the scheme, the consultants created phony invoices that they then submitted to Alcatel CIT. According to court documents, senior Alcatel executives approved the retention of and payments to the consultants despite obvious indications that the consultants were performing little or no legitimate work. In addition, according to court documents, Alcatel Standard hired a consultant in Honduras who was a perfume distributor with no experience in telecommunications. The consultant was retained after being personally selected by the brother of a senior Honduran government official. Alcatel CIT executives knew that a significant portion of the money paid to the consultant would be paid to the family of the senior Honduran government official in exchange for favorable treatment of Alcatel CIT. As a result of these payments, Alcatel CIT was able to retain contracts worth approximately $47 million and from which Alcatel earned $870,000. In addition, according to court documents, Alcatel Standard retained two consultants on behalf of another Alcatel subsidiary in Taiwan to assist in obtaining an axle counting contract worth approximately $19.2 million. Alcatel and its joint venture paid these two consultants more than $950,000 despite the fact that neither consultant had telecommunications experience. In fact, according to court documents, Alcatel Standard's purpose for hiring the consultants was so that Alcatel SEL could funnel payments through the consultants to Taiwanese legislators who had influence in the award of the contract. Alcatel earned approximately $4.34 million from this contract."" (Source: US Department of Justice Press Release, ""Alcatel-Lucent S.A. and Three Subsidiaries Agree to Pay $92 Million to Resolve Foreign Corrupt Practices Act Investigation,"" December 27, 2010.) According to the Deferred Prosecution Agreement, Alcatel-Lucent S.A. and the Department ""agree that any criminal penalties that might be im,posed by the Court on Alcatel-Lucent's wholly owned subsidiaries in connection with their guilty pleas and plea agreements entered into simultaneously herewith will be deducted from the $92,000,000 penalty agreed to under this Agreement."" (Source: US v. Alcatel-Lucent S.A., Case No. 1:10-cr-20907-PAS (S.D. Fla.), Deferred Prosecution Agreement filed February 22, 2011.) ICE Petition: In May and June 2011, the Instituto Costarricense de Electriciad (ICE) petitioned the District Court for the Southern District of Florida considering the Alcatel-Lucent SA criminal cases for relief/restitution and to obejct to the Alcatel-Lucent's plea agreement and deferred prosecution agreement with the US Government. ICE petitioned the court to be recognized as a victim and entitled to restitution, pursuant to the Crime Victims' Rights Act (18 USC Section 1651), US Federal Rules on Criminal Procedure and the Mandatory Victim Restitution Act (18 USC Section 3663A). ICE argued that it had suffered direct and proximate damage from Alcatel-Lucent's conduct and refuted the argument by the US and Alcatel-Lucent (later supported by the court) that it had been a co-conspirator or co-participant in the bribery scheme. (Sources: US v. Alcatel-Lucent S.A., Case No. 1:10-cr-20907 (S.D. Fla.), Petition for Relief Pursuant to 18 U.S.C. Section 3771(d)(3) and Objection to Plea Agreements and Deferred Prosecution Agreement filed May 3, 2011 and Petition for Writ of Mandamus Pursuant to the Crime Victims' Rights Act, 18 USC Section 3771(d)(3) filed June 15, 2011.) The US Government's Response to ICE's Petition for Victim Status and Restitution, filed May 23, 2011, argued that ""Under the facts and circumstances in the instant matter, which reflect profound and pervasive corruption at the highest levels of ICE, the government regardless of whether ICE is considered a victim, the government does not believe that restitution should be ordered in this matter, because, under the facts and circumstances present in this case, any restitution calculation woul dbe netirely speculative and would unduly prolong and complicate the sentencing process - something that the law does not support."" The US Government cited the involvement of the ICE board members and high level officers in the Alcatel scheme and as legal basis, US v. Lazarenko, 624 F.3d 1247, 1250-52 (9th Cir. 2010) (an individual who is both a victim and a participant in a money-laundering scheme who profited from the conspiracy cannot qualify as a ""victim"" under restitution statutes), and in footnote 8, refuted ICE's contention that the DOJ had stated that foreign governments or policy. ICE appealed the district court's ruling to the 11th Circuit Appeals Court, but its petition was also denied. The appeals court held that the ""district court did not clearly err in finding that 'Instituto Costarricense de Electricidad' (""ICE""), here seeking to be deemed a ""crime victim,"" actually functions as the offenders' coconspirator. The district court identified the pervasive, constant, and consistent illegal conduct by the ""principals"" (i.e. members of the Board of Directors and management) of ICE, the organization claiming status as a victim under the CVRA. Neither did the district court err in finding that ICE failed to establish that it was directly and proximately harmed by the offenders' criminal conduct."" (Sources: In re: Instituto Costarricense de Electricidad, No. 11-12707-G and No. 11-12708-G (11th Cir.), On Petititon for Writ of Mandamus to the United States District Court for the Southern District of Florida filed June 17, 2011 and September 2, 2011 denial of ICE's motion for Petition for Rehearing En Banc; see also Consolidated Opposition of Alcatel-Lucent, S.A., Alcatel-Lucent France, S.A., Alcatel-Lucent Trade International, A.G. and Alcatel Centroamerica, S.A. to Petitions for Writs of Mandamus Pursuant to the Crime Victims Rights Act, 18 U.S.C. Section 3771 filed June 17, 2011.)"
https://star.worldbank.org/corruption-cases/printpdf/19799,"Alcatel-Lucent S.A. / Alcatel-Lucent France, S.A., Alcatel-Lucent Trade International, Alcatel Centroamerica (Matter #11)",Costa Rica,Criminal,Criminal Fine,"Falsification of Books and Records, Internal Controls Violations","According to the US Department of Justice Press Release, Alcatel-Lucent and its subsidiaries engaged in the following: ""Specifically, Alcatel CIT won three contracts in Costa Rica worth a combined total of more than $300 million as a result of corrupt payments to government officials and from which Alcatel reaped a profit of more than $23 million, according to court documents. Alcatel CIT wired more than $18 million to two consultants in Costa Rica, which had been retained by Alcatel Standard, in connection with obtaining business in that country. According to court documents, more than half of this money was then passed on by the consultants to various Costa Rican government officials for assisting Alcatel CIT and Alcatel de Costa Rica in obtaining and retaining business. As part of the scheme, the consultants created phony invoices that they then submitted to Alcatel CIT. According to court documents, senior Alcatel executives approved the retention of and payments to the consultants despite obvious indications that the consultants were performing little or no legitimate work. In addition, according to court documents, Alcatel Standard hired a consultant in Honduras who was a perfume distributor with no experience in telecommunications. The consultant was retained after being personally selected by the brother of a senior Honduran government official. Alcatel CIT executives knew that a significant portion of the money paid to the consultant would be paid to the family of the senior Honduran government official in exchange for favorable treatment of Alcatel CIT. As a result of these payments, Alcatel CIT was able to retain contracts worth approximately $47 million and from which Alcatel earned $870,000. In addition, according to court documents, Alcatel Standard retained two consultants on behalf of another Alcatel subsidiary in Taiwan to assist in obtaining an axle counting contract worth approximately $19.2 million. Alcatel and its joint venture paid these two consultants more than $950,000 despite the fact that neither consultant had telecommunications experience. In fact, according to court documents, Alcatel Standard's purpose for hiring the consultants was so that Alcatel SEL could funnel payments through the consultants to Taiwanese legislators who had influence in the award of the contract. Alcatel earned approximately $4.34 million from this contract."" (Source: US Department of Justice Press Release, ""Alcatel-Lucent S.A. and Three Subsidiaries Agree to Pay $92 Million to Resolve Foreign Corrupt Practices Act Investigation,"" December 27, 2010.) According to the Deferred Prosecution Agreement, Alcatel-Lucent S.A. and the Department ""agree that any criminal penalties that might be im,posed by the Court on Alcatel-Lucent's wholly owned subsidiaries in connection with their guilty pleas and plea agreements entered into simultaneously herewith will be deducted from the $92,000,000 penalty agreed to under this Agreement."" (Source: US v. Alcatel-Lucent S.A., Case No. 1:10-cr-20907-PAS (S.D. Fla.), Deferred Prosecution Agreement filed February 22, 2011.) According to their respective Judgments, Alcatel-Lucent France S.A., Alcatel-Lucent Trade International and Alcatel Centroamerica were each ordered to a $500,000 fine; however, these sums are not recorded in this entry, so as to avoid double-counting along wtih the $92 million total ordered in this case. (Sources: US v. Alcatel-Lucent France S.A., Case No. 1:10-cr-20906-MGC (S.D. Fla.), Judgment filed June 2, 2011; US v. Alcatel-Lucent Trade International, Case No. 1:10-cr-20906-MGC (S.D. Fla.), Judgment filed June 2, 2011; US v. Alcatel Centroamerica, Case No. 1:10-cr-20906-MGC (S.D. Fla.), Judgment filed June 2, 2011.)"
https://star.worldbank.org/corruption-cases/printpdf/19798,Alcatel-Lucent CIT / Christian Sapsizian and Edgar Valverde Acosta (Matter #73),Costa Rica,Criminal,Criminal Forfeiture,Bribery of Foreign Officials,"According to a September 23, 2008 US Department of Justice Press Release on sentencing of Christian Sapsizian, a French citizen and deputy vice president of Latin America for Alcatel CIT, Sapsizian admitted that between 2000 and September 2004, he conspired with Edgar Valverde Acosta, Alcatel's senior officer in Costa Rica, and others to make more than $2.5 million in bribe payments to Costa Rican officials to obtain a telecommunications contract on behalf of Alcatel. In addition to a sentence of 30 months' imprisonment, Sapsizian was ordered by the U.S. District Court for the Southern District of Florida in Miami to forfeit $261,500. The Department of Justice Press Release noted that ""Substantial assistance was provided by the Southeast Regional Branch of the U.S. Securities and Exchange Commission, the Office of the Attorney General in Costa Rica, the Fiscalia de Delitos Economicos, Corrupcion y Tributarios in Costa Rica and French law enforcement authorities."" (Sources: US Department of Justice Press Release, ""Former Alcatel CIT Executive Sentenced for Paying $2.5 million in Bribes to Senior Costa Rican Officials,"" September 23, 2008 and US v. Christian Sapsizian, Case No. 1:06-cr-20797-PAS (S.D.Fla.), Judgment in a Criminal Case filed September 25, 2008.) According to the June 2011 United States Report to the OECD, Valverde Acosta ""is currently a fugitive."" (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Alcatel CIT (Matter #73) Case Summary at 111-112, accessed at http://www.oecd.org/dataoecd/18/8/42103833.pdf.) A May 31, 2011 Sworn Declaration by Edgar Valverde Acosta filed by the Institute Costarricense de Electricidad (ICE) noted that he was serving jail time in Costa Rica following his recent conviction in Costa Rica's criminal court, in connection with the Alcatel-Lucent case. (Source: US v. Alcatel-Lucent France S.A. et al, Case No. 1:10-cr-20906 and U.S. v. Alcatel-Lucent S.A., Case No. 1:10-cr-20907 (S.D.Fla.), Sworn Declaration of Edgar Valverde Acosta, May 31, 2011)."
https://star.worldbank.org/corruption-cases/printpdf/19797,"Akzo Nobel, N.V.",Iraq (UN Oil-for-Food),Civil,"Disgorgement of Profits, Prejudgment Interest, Civil Penalty","Internal Controls Violations, Falsification of Books and Records","According to the US Securities and Exchange Commission Litigation Release, the agency ""filed Foreign Corrupt Practices Act books and records and internal controls charges against Akzo Nobel N.V., a Netherlands-based pharmaceutical company, in the U.S. District Court for the District of Columbia. The Commission's complaint alleges that from 2000 to 2003, two of $279,491 in kickback payments in connection with their sales of humanitarian goods to Iraq under the U.N. Oil for Food Program (the ""Program""). The kickbacks were characterized as ""after-sales service fees"" (""ASSFs""), but no bona fide services were performed. The Program was intended to provide humanitarian relief for the Iraqi population, which faced severe hardship under international trade sanctions. It allowed the Iraqi government to purchase humanitarian goods through a U.N. escrow account. The kickbacks paid in connection with Akzo Nobel's subsidiaries' sales to Iraq bypassed the escrow account and were paid by third parties to Iraqi-controlled accounts in Lebanon and Jordan."" (Source: US Securities and Exchange Commission, Litigation Release No. 20410 / December 20, 2007, Securities and Exchange Commission v. Akzo Nobel, N.V., Civil Action No. 07-CV-02293 (D.D.C.) (HHK), ""SEC Files Settled Books and Records and Internal Controls Charges Against Akzo Nobel N.V. For Improper Payments to Iraq Under the U.N. Oil for Food Program --Company Agrees to Pay Over $2.9 Million."") According to the SEC's complaint, the Akzo Nobel's subsidiary N.V. Organon allegedly paid the additional ""commission"" payments to an entity called ""Sabbah Drugstore"" and that the payments from both schemes were allegedly paid to officials of (1) unnamed Iraqi ministry and (2) Iraqi Ministry of Health. (Source: Securities and Exchange Commission v. Akzo Nobel, N.V., Civil Action No. 07-CV-02293-HHK (D.D.C.), Complaint filed December 20, 2007.)"
https://star.worldbank.org/corruption-cases/printpdf/19800,Alcatel-Lucent S.A. / Costa Rica Attorney General Civil Suit,Costa Rica,Civil,Civil Restitution,Corrupt Payments; Causing Social Damage to Costa Rica,"According to the US Department of Justice Press Release, in addition to the settlements in the US, Alcatel-Lucent also ""agreed to pay $10 million to settle a corruption case brought by the Government of Costa Rica arising out of the bribery of Costa Rican officials by the company. The settlement marked the first time in Costa Rica's history that a foreign corporation agreed to pay the govenrment damages for corruption."" (Source: US Department of Justice Press Release, ""Alcatel-Lucent S.A. and Three Subsidiaries Agree to Pay $92 Million to Resolve Foreign Corrupt Practices Act Investigation,"" December 27, 2010.) Alcatel-Lucent had also issued a statement that the payment was made to the Costa Rican government for ""social damages,"" to settle a civil suit filed on November 25, 2004 (amended subsequently) by the Attorney General of Costa Rica. (Source: Alcatel-Lucent company statement, ""Controversies: Costa Rica,"" September 10, 2010, at http://www.alcatel-lucent.com/csr/htm/en/home.html.). The Settlement is detailed in Office of the Attorney General of the Republic, Request for Recognition of Settlement Agreement, filed in Case No. 04-6835-647-PE, Criminal Court of the II Judicial Circuit of San Jose (signed January 20, 2010), which was attached as Exhibit 1 of Government's Response to ICE's Petition for Victim Status and Restitution, in US v. Alcatel-Lucent France, S.A., et al, Case No. 1:10-cr-20906-MGC and US v. Alcatel-Lucent S.A., Case No. 1:10-cr-20907-MGC (S.D. Fla. May 23, 2011). According to the Request for Recognition of Settlement Agreement, ""civil claim as well as the criminal prosecution against the other civil and criminal defendants in the case - including the former employees of Alcatel - just as indicated in the agreement, remain intact."" The Settlement Agreement was undertaken pursuant to Article 219 of the Code of Civil Procedure, Articles 7 and 36 of the Code of Criminal Procedure, and Articles 1367 et seq. of the Civil Code. See also report by the Attorney General of Costa Rica: Procuradora General de la Republica, Informe de Gestion 2004-2010, at 32-33, accessed at http://www.pgr.go.cr/Informacion_General/Informe%20de%20Gestion%202004-2010.pdf"
https://star.worldbank.org/corruption-cases/printpdf/19796,"Akzo Nobel, N.V.",Iraq (UN Oil-for-Food),Criminal,,"Bribery of foreign officials, Falsification of books and records","According to the US Department of Justice Press Release of December 20, 2007, ""Akzo Nobel, a Dutch company with its headquarters in Arnhem, Netherlands, has acknowledged responsibility for the actions of two of its subsidiaries whose employees and agents made improper payments to the Iraqi government in order to obtain contracts with Iraqi ministries. https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.26According to the agreement, between 2000 and 2002, the two subsidiaries, N.V. Organon and Intervet International B.V., sold by Akzo Nobel earlier this year, paid a total of approximately $280,000 to the Iraqi government by inflating the price of contracts, usually by adding 10% before submitting the contracts to the United Nations for approval, and concealing from the United Nations the fact that the prices contained a kickback to the Iraqi government."" (Source: US Department of Justice Press Release, ""Akzo Nobel Acknowledges Improper Payments Made by its Subsidiaries to Iraqi Government Under the U.N. Oil for Food Program, Enters Agreement with Department of Justice,"" December 20, 2007.) According to the US Department of Justice Nonprosecution Agreement, ""It is understood that AKZO NOBEL will pay no monetary penalty in connection with this Agreement, based on AKZO NOBEL's representation that its former subsidiary, N.V. Organon, has agreed to enter into a criminal disposition with the Dutch National Public Prosecutor's Office for Financial, Economic and Environmental Offences (the ""Dutch Public Prosecutor""). AKZO NOBEL represents that, pursuant to this contemplated disposition with the Dutch Public Prosecutor, N.V. Organon will admit criminal liability and pay a criminal fine of no less than €381,602. It is understood that if there is no such criminal disposition with the Dutch Public Prosecutor within 180 days ofthe signing ofthis Agreement, then AKZO NOBEL shall pay a monetary penalty of $800,000 to the United States Treasury. It is further understood that if the criminal fine paid as part ofthe criminal disposition with the Dutch Public Prosecutor is less than €381,602, then AKZO NOBEL shall pay to the United States Treasury the difference between the amount of the fine paid as part of the criminal disposition with the Dutch Public Prosecutor and $800,000, at the currency exchange rate prevailing as ofthe date of the execution of the agreement between AKZO NOBEL and the Dutch Public Prosecutor."" (Source: US Department of Justice Nonprosecution Agreement, In re: Akzo Nobel N.V., December 20, 2007.)"
https://star.worldbank.org/corruption-cases/printpdf/19782,ABB Ltd. (Matter #15) / Ali Hozhabri,"Mexico, Iraq (UN Oil-for-Food)",Civil,Disgorgement of Profits,and abetting ABB's falsification of books and records,"According to the Litigation Release by the US Securities and Exchange Commission, ""As alleged in the complaint, Hozhabri was a project manager for ABB Network Management (""ABB NM""), a division of a U.S. based ABB subsidiary, which provides products and services for managing power generation and transmission networks. The Commission alleges that, from 2002 through 2004, Hozhabri fraudulently submitted approximately $468,714 in cash and check disbursement requests to ABB NM for purported business expenses associated with projects in Brazil, Paraguay, and the United Arab Emirates. As alleged in the complaint, these purported expenses were phony, and inaccurately recorded as legitimate business expenses in ABB's books and records. The Commission further alleges that the funds disbursed by ABB NM as a result of these requests were not used to pay any business expenses, but rather were embezzled by Hozhabri and the former General Manager of ABB NM. According to the complaint, Hozhabri personally kept $234,357 of the embezzled funds."" (Source: US Securities and Exchange Commission, Litigation Release No. 20671 / August 6, 2008, SEC v. Ali Hozhabri, Civil Action No. 08 CV 1359 (D.D.C.), ""SEC Charges Former ABB Project Manager for Falsifying Company's Books and Records."")"
https://star.worldbank.org/corruption-cases/printpdf/19780,ABB Ltd. (Matter #15) / ABB Inc. (ABB Network Managment),"Mexico, Iraq (UN Oil-for-Food)",Criminal,Criminal Fine,"Conspiracy to bribe foreign officials, Bribery of foreign officials","According to the June 2011 United States Report to the OECD, in 2005 ABB Ltd. self-reported https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.26to the US authorities that its Texan subsidiary ABB Inc. (which did business as ABB Network Management) may have made corrupt payment sto public officials in Mexico to obtain contracts with the Comision Federal de Electricidad, a Mexican state-owned utility company. The bribe payments were allegedly funnelled through a Mexican company that ABB NM hired, as well as through a company controlled by its representatives. (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, ABB Ltd. Case Summary (#15) at 37-39.) According to the Plea Agreement, the Department of Justice recommended as part of the sentence, ""Fine. Assuming ABB Inc. accepts responsibility as explained above, the parties will recommend the imposition of a fine in the amount of $28,500,000 payable to the Clerk of the Court for the United States District Court for the Southern District of Texas."" (Source: US v. ABB Inc., Case No. 4:10-cr-00664 (S.D. Tex.), Plea Agreement filed September 29, 2010, para 10.) According to the Judgement in the case, ABB Inc. was fined $17,100,000. (Source: US v. ABB Inc., Case No. 4:10-cr-00664 (S.D. Tex.), Judgment in a Criminal Case, filed October 1, 2010.) According to the Deferred Prosecution Agreement in US v. ABB Ltd. (Parent company), ""ABB Ltd agrees to pay a total monetary penalty in the amount of $30,420,000, or the bottom of the applicable combined Sentencing Guidelines fine range for ABB Inc. and ABB Ltd - Jordan. ABB Ltd will pay $28,500,000 on behalf of ABB Inc. in connection with ABB Inc.'s guilty plea and $1,920,000 on behalf of ABB Ltd - Jordan."" (US v. ABB Ltd., Case No. 4_10-cr-00665 (S.D. Tex.), Deferred Prosecution Agreement filed September 29, 2010.) The US Department of Justice press release stated that ABB Ltd. resolved the cases involving its two subsidiaries by agreeing to pay $19 million in fines. (Source: US Department of Justice Press Release, ""ABB Ltd and Two Subsidiaries Resolve Foreign Corrupt Practices Act Investigation and Will Pay $19 Million in Criminal Penalties,"" September 29, 2010.)"
https://star.worldbank.org/corruption-cases/printpdf/19781,ABB Ltd. (Matter #15) / ABB Ltd.- Jordan,Iraq (UN Oil-for-Food),Criminal,Criminal Fine,"Conspiracy to falsify books and records, Conspiracy to commit wire fraud, Money laundering","According to the June 2011 United States Report to the OECD, ""On September 29, 2010, the https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26Department also charged ABB Ltd's Jordanian subsidiary, ABB Ltd - Jordan, with one count of conspiracy to commit wire fraud and to violate the books and records provisions of the FCPA. According to court documents, from 2000 to 2004, ABB Ltd - Jordan and other ABB subsidiaries paid, or caused to be paid, more than $800,000 in kickbacks to the former Iraqi government to secure 27 contracts under the U.N. Oil-for-Food Program (OFFP). For example, from 2001 to 2002, ABB Ltd - Jordan paid more than $300,000 in kickbacks to three regional companies of the Iraqi Electricity Commission, an Iraqi government agency, in order to secure 11 purchase orders worth more than $5.9 million. All together, ABB subsidiaries allegedly earned more than $13,500,000 in revenue and $3,800,000 in profits from contracts obtained through illegal kickbacks under the OFFP."" (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, ABB Ltd. Case Summary (#15) at 37-39.)"
https://star.worldbank.org/corruption-cases/printpdf/19779,ABB Ltd. (Matter #15),"Mexico, Iraq (UN Oil-for-Food)",Civil,"Disgorgement of Profits, Prejudgment Interest, Civil Penalty","Bribery of foreign officials, Books and records violations, Internal controls violations","According to the Litigation Release by the Securities and Exchange Commission, ""The SEC alleges that ABB, through its subsidiaries, paid bribes to government officials in Mexico to obtain business with government owned power companies, and paid kickbacks to the former regime in Iraq to obtain contracts under the United Nations Oil for Food Program. As alleged in the complaint, ABB's subsidiaries made at least $2.7 million in illicit payments in these schemes to obtain contracts that generated more than $100 million in revenues for ABB. In the Mexican bribery scheme, the SEC alleges that from 1999 through 2004, ABB Network Management (""ABB NM""), a business unit within ABB's U.S. subsidiary, ABB, Inc., bribed officials in Mexico to obtain and retain business with two government owned electric utilities, Comision Federal de Electricidad (""CFE"") and Luz y Fuerza del Centro (""LyFZ""further alleges that from approximately 2000 to 2004 ABB participated in the United Nations Oil for Food Program (the ""Program""Program through six subsidiaries: ABB Near East Trading Ltd. (""ABB Jordan""), ABB Automation, ABB Industrie AC Machines and ABB Solyvent-Ventec (collectively referred to as ""ABB France""), ABB AG (""ABB Austria""), and ABB Elektrik Sanayi AS (""ABB Turkey""). The SEC alleges that these subsidiaries developed various schemes to pay secret kickbacks to Iraq to obtain contracts under the Program. ABB's Jordanian subsidiary acted as a conduit for other ABB subsidiaries by making the kickback payments on their behalf. Some of the kickbacks were made in the form of bank guarantees and cash payments. ABB improperly recorded the kickbacks on its books as legitimate payments for after sales services, consultation costs, and commissions."" (Source: US Securities & Exchange Commission, Litigation Release No. 21673 / September 29, 2010, U.S. Securities and Exchange Commission v. ABB Ltd, Civil Action No. 1:10-CV-01648 (DDC) (PLF), ""SEC Charges ABB for Bribery Schemes in Mexico and Iraq - ABB to Pay $39 Million in Disgorgement and Civil Penalties."")"
https://star.worldbank.org/corruption-cases/printpdf/19778,ABB Ltd. (Matter # 15),"Mexico, Iraq (UN Oil-for-Food)",Criminal,Criminal Fine,"Conspiracy to bribe foreign officials, Bribery of foreign officials","According to the June 2011 United States Report to the OECD, in 2005 ABB Ltd. self-reported https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26to the US authorities that its Texan subsidiary ABB Inc. (which did business as ABB Network Management) may have made corrupt payments to public officials in Mexico to obtain contracts with the Comision Federal de Electricidad, a Mexican state-owned utility company. The bribe payments were allegedly funnelled through a Mexican company that ABB NM hired, as well as through a company controlled by its representatives. (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, ABB Ltd. Case Summary (#15) at 37-39.) According to the Plea Agreement, the Department of Justice recommended as part of the sentence, ""Fine. Assuming ABB Inc. accepts responsibility as explained above, the parties will recommend the imposition of a fine in the amount of $28,500,000 payable to the Clerk of the Court for the United States District Court for the Southern District of Texas."" (Source: US v. ABB Inc., Case No. 4:10-cr-00664 (S.D. Tex.), Plea Agreement filed September 29, 2010, para 10.) According to the Judgement in the case, ABB Inc. was fined $17,100,000. (Source: US v. ABB Inc., Case No. 4:10-cr-00664 (S.D. Tex.), Judgment in a Criminal Case, filed October 1, 2010.) According to the Deferred Prosecution Agreement in US v. ABB Ltd. (Parent company), ""ABB Ltd agrees to pay a total monetary penalty in the amount of $30,420,000, or the bottom of the applicable combined Sentencing Guidelines fine range for ABB Inc. and ABB Ltd - Jordan. ABB Ltd will pay $28,500,000 on behalf of ABB Inc. in connection with ABB Inc.'s guilty plea and $1,920,000 on behalf of ABB Ltd - Jordan."" (US v. ABB Ltd., Case No. 4_10-cr-00665 (S.D. Tex.), Deferred Prosecution Agreement filed September 29, 2010.) The US Department of Justice press release stated that ABB Ltd. resolved the cases involving its two subsidiaries by agreeing to pay $19 million in fines. (Source: US Department of Justice Press Release, ""ABB Ltd and Two Subsidiaries Resolve Foreign Corrupt Practices Act Investigation and Will Pay $19 Million in Criminal Penalties,"" September 29, 2010.) Please note that the settlement amounts in this entry are $0 as the amounts have been recorded in the appropriate entries for the subsidiaries."
